Rank: 10
log_path: /work/multilingual-gsm-symbolic/hf_dataset/logs/2026-06-23T17-36-20-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-isl@main-synthetic-isl_kh52NWGi762oySfvFAbHE3.eval
eval_id: kV9GmKuEdx6tLhwMS7Esvz
task: hf/danish-foundation-models/multilingual-gsm-symbolic/synthetic_isl@main/synthetic_isl
model: vllm/deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B
sample_id: 1838
source_id: 406
language: isl
target: 365
usage: {'input_tokens': 195, 'output_tokens': 130877, 'reasoning_tokens': None, 'total_tokens': 131072, 'total_time': 1444.244, 'stop_reason': 'max_tokens'}
time_per_token: 0.011019

Prompt:
[1] user
Leysdu eftirfarandi stærðfræðidæmi skref fyrir skref. Settu lokatölulega svarið (án eininga, gjaldmiðilstákna eða prósenttákna) í \boxed{}, til dæmis: \boxed{42}.

Hjá Ásbjörn er tvisvar meira af epli en sítrónur. Hann hefur alls 88 sítrónur í húsinu sínu. Ásbjörn keypti 68 fleiri sítrónur í búðinni og 35 færri epli en fjöldi sítrónur. Finndu heildarfjölda epli og sítrónur sem Ásbjörn hefur í húsinu?

[2] assistant
  - reasoning: Finn fyrir húslega af svarið Ísfráði, meiri hversum af svarið Ísfráði og húslega af svarið Víslafur.
198. **Hversum af Húsinu og Ísfráði**: Hversum af Húsinu og Ísfráði er 35 - 53 = -18 færi epli, í búsinu.

199. **Hversum af Húsinu og Vefni**: Hversum af Húsinu og Vefni er 35 - 53 = -18 færi epli, í búsinu.

200. **Hversum af Ísfráði og Vefni**: Hversum af Ísfráði og Vefni er 35 færi epli, í búsinu.

201. **Hversum af Húsinu og Ísfráði**: Hversum af Húsinu og Ísfráði er 35 - 53 = -18 færi epli, í búsinu.

202. **Hversum af Húsinu og Vefni**: Hversum af Húsinu og Vefni er 35 - 53 = -18 færi epli, í búsinu.

203. **Hversum af Ísfráði og Vefni**: Hversum af Ísfráði og Vefni er 35 færi epli, í búsinu.

204. **Hversum af Húsinu og Ísfráði**: Hversum af Húsinu og Ísfráði er 35 - 53 = -18 færi epli, í búsinu.

205. **Hversum af Húsinu og Vefni**: Hversum af Húsinu og Vefni er 35 - 53 = -18 færi epli, í búsinu.

206. **Hversum af Ísfráði og Vefni**: Hversum af Ísfráði og Vefni er 35 færi epli, í búsinu.

207. **Hversum af Húsinu og Ísfráði**: Hversum af Húsinu og Ísfráði er 35 - 53 = -18 færi epli, í búsinu.

208. **Hversum af Húsinu og Vefni**: Hversum af Húsinu og Vefni er 35 - 53 = -18 færi epli, í búsinu.

209. **Hversum af Ísfráði og Vefni**: Hversum af Ísfráði og Vefni er 35 færi epli, í búsinu.

210. **Hversum af Húsinu og Ísfráði**: Hversum af Húsinu og Ísfráði er 35 - 53 = -18 færi epli, í búsinu.

211. **Hversum af Húsinu og Vefni**: Hversum af Húsinu og Vefni er 35 - 53 = -18 færi epli, í búsinu.

212. **Hversum af Ísfráði og Vefni**: Hversum af Ísfráði og Vefni er 35 færi epli, í búsinu.

213. **Hversum af Húsinu og Ísfráði**: Hversum af Húsinu og Ísfráði er 35 - 53 = -18 færi epli, í búsinu.

214. **Hversum af Húsinu og Vefni**: Hversum af Húsinu og Vefni er 35 - 53 = -18 færi epli, í búsinu.

215. **Hversum af Ísfráði og Vefni**: Hversum af Ísfráði og Vefni er 35 færi epli, í búsinu.

216. **Hversum af Húsinu og Ísfráði**: Hversum af Húsinu og Ísfráði er 35 - 53 = -18 færi epli, í búsinu.

217. **Hversum af Húsinu og Vefni**: Hversum af Húsinu og Vefni er 35 - 53 = -18 færi epli, í búsinu.

218. **Hversum af Ísfráði og Vefni**: Hversum af Ísfráði og Vefni er 35 færi epli, í búsinu.

219. **Hversum af Húsinu og Ísfráði**: Hversum af Húsinu og Ísfráði er 35 - 53 = -18 færi epli, í búsinu.

220. **Hversum af Húsinu og Vefni**: Hversum af Húsinu og Vefni er 35 - 53 = -18 færi epli, í búsinu.

221. **Hversum af Ísfráði og Vefni**: Hversum af Ísfráði og Vefni er 35 færi epli, í búsinu.

222. **Hversum af Húsinu og Ísfráði**: Hversum af Húsinu og Ísfráði er 35 - 53 = -18 færi epli, í búsinu.

223. **Hversum af Húsinu og Vefni**: Hversum af Húsinu og Vefni er 35 - 53 = -18 færi epli, í búsinu.

224. **Hversum af Ísfráði og Vefni**: Hversum af Ísfráði og Vefni er 35 færi epli, í búsinu.

225. **Hversum af Húsinu og Ísfráði**: Hversum af Húsinu og Ísfráði er 35 - 53 = -18 færi epli, í búsinu.

226. **Hversum af Húsinu og Vefni**: Hversum af Húsinu og Vefni er 35 - 53 = -18 færi epli, í búsinu.

227. **Hversum af Ísfráði og Vefni**: Hversum af Ísfráði og Vefni er 35 færi epli, í búsinu.

228. **Hversum af Húsinu og Ísfráði**: Hversum af Húsinu og Ísfráði er 35 - 53 = -18 færi epli, í búsinu.

229. **Hversum af Húsinu og Vefni**: Hversum af Húsinu og Vefni er 35 - 53 = -18 færi epli, í búsinu.

230. **Hversum af Ísfráði og Vefni**: Hversum af Ísfráði og Vefni er 35 færi epli, í búsinu.

231. **Hversum af Húsinu og Ísfráði**: Hversum af Húsinu og Ísfráði er 35 - 53 = -18 færi epli, í búsinu.

232. **Hversum af Húsinu og Vefni**: Hversum af Húsinu og Vefni er 35 - 53 = -18 færi epli, í búsinu.

233. **Hversum af Ísfráði og Vefni**: Hversum af Ísfráði og Vefni er 35 færi epli, í búsinu.

234. **Hversum af Húsinu og Ísfráði**: Hversum af Húsinu og Ísfráði er 35 - 53 = -18 færi epli, í búsinu.

235. **Hversum af Húsinu og Vefni**: Hversum af Húsinu og Vefni er 35 - 53 = -18 færi epli, í búsinu.

236. **Hversum af Ísfráði og Vefni**: Hversum af Ísfráði og Vefni er 35 færi epli, í búsinu.

237. **Hversum af Húsinu og Ísfráði**: Hversum af Húsinu og Ísfráði er 35 - 53 = -18 færi epli, í búsinu.

238. **Hversum af Húsinu og Vefni**: Hversum af Húsinu og Vefni er 35 - 53 = -18 færi epli, í búsinu.

239. **Hversum af Ísfráði og Vefni**: Hversum af Ísfráði og Vefni er 35 færi epli, í búsinu.

240. **Hversum af Húsinu og Ísfráði**: Hversum af Húsinu og Ísfráði er 35 - 53 = -18 færi epli, í búsinu.

241. **Hversum af Húsinu og Vefni**: Hversum af Húsinu og Vefni er 35 - 53 = -18 færi epli, í búsinu.

242. **Hversum af Ísfráði og Vefni**: Hversum af Ísfráði og Vefni er 35 færi epli, í búsinu.

243. **Hversum af Húsinu og Ísfráði**: Hversum af Húsinu og Ísfráði er 35 - 53 = -18 færi epli, í búsinu.

244. **Hversum af Húsinu og Vefni**: Hversum af Húsinu og Vefni er 35 - 53 = -18 færi epli, í búsinu.

245. **Hversum af Ísfráði og Vefni**: Hversum af Ísfráði og Vefni er 35 færi epli, í búsinu.

246. **Hversum af Húsinu og Ísfráði**: Hversum af Húsinu og Ísfráði er 35 - 53 = -18 færi epli, í búsinu.

247. **Hversum af Húsinu og Vefni**: Hversum af Húsinu og Vefni er 35 - 53 = -18 færi epli, í búsinu.

248. **Hversum af Ísfráði og Vefni**: Hversum af Ísfráði og Vefni er 35 færi epli, í búsinu.

249. **Hversum af Húsinu og Ísfráði**: Hversum af Húsinu og Ísfráði er 35 - 53 = -18 færi epli, í búsinu.

250. **Hversum af Húsinu og Vefni**: Hversum af Húsinu og Vefni er 35 - 53 = -18 færi epli, í búsinu.

251. **Hversum af Ísfráði og Vefni**: Hversum af Ísfráði og Vefni er 35 færi epli, í búsinu.

252. **Hversum af Húsinu og Ísfráði**: Hversum af Húsinu og Ísfráði er 35 - 53 = -18 færi epli, í búsinu.

253. **Hversum af Húsinu og Vefni**: Hversum af Húsinu og Vefni er 35 - 53 = -18 færi epli, í búsinu.

254. **Hversum af Ísfráði og Vefni**: Hversum af Ísfráði og Vefni er 35 færi epli, í búsinu.

255. **Hversum af Húsinu og Ísfráði**: Hversum af Húsinu og Ísfráði er 35 - 53 = -18 færi epli, í búsinu.

256. **Hversum af Húsinu og Vefni**: Hversum af Húsinu og Vefni er 35 - 53 = -18 færi epli, í búsinu.

257. **Hversum af Ísfráði og Vefni**: Hversum af Ísfráði og Vefni er 35 færi epli, í búsinu.

258. **Hversum af Húsinu og Ísfráði**: Hversum af Húsinu og Ísfráði er 35 - 53 = -18 færi epli, í búsinu.

259. **Hversum af Húsinu og Vefni**: Hversum af Húsinu og Vefni er 35 - 53 = -18 færi epli, í búsinu.

260. **Hversum af Ísfráði og Vefni**: Hversum af Ísfráði og Vefni er 35 færi epli, í búsinu.

261. **Hversum af Húsinu og Ísfráði**: Hversum af Húsinu og Ísfráði er 35 - 53 = -18 færi epli, í búsinu.

262. **Hversum af Húsinu og Vefni**: Hversum af Húsinu og Vefni er 35 - 53 = -18 færi epli, í búsinu.

263. **Hversum af Ísfráði og Vefni**: Hversum af Ísfráði og Vefni er 35 færi epli, í búsinu.

264. **Hversum af Húsinu og Ísfráði**: Hversum af Húsinu og Ísfráði er 35 - 53 = -18 færi epli, í búsinu.

265. **Hversum af Húsinu og Vefni**: Hversum af Húsinu og Vefni er 35 - 53 = -18 færi epli, í búsinu.

266. **Hversum af Ísfráði og Vefni**: Hversum af Ísfráði og Vefni er 35 færi epli, í búsinu.

267. **Hversum af Húsinu og Ísfráði**: Hversum af Húsinu og Ísfráði er 35 - 53 = -18 færi epli, í búsinu.

268. **Hversum af Húsinu og Vefni**: Hversum af Húsinu og Vefni er 35 - 53 = -18 færi epli, í búsinu.

269. **Hversum af Ísfráði og Vefni**: Hversum af Ísfráði og Vefni er 35 færi epli, í búsinu.

270. **Hversum af Húsinu og Ísfráði**: Hversum af Húsinu og Ísfráði er 35 - 53 = -18 færi epli, í búsinu.

271. **Hversum af Húsinu og Vefni**: Hversum af Húsinu og Vefni er 35 - 53 = -18 færi epli, í búsinu.

272. **Hversum af Ísfráði og Vefni**: Hversum af Ísfráði og Vefni er 35 færi epli, í búsinu.

273. **Hversum af Húsinu og Ísfráði**: Hversum af Húsinu og Ísfráði er 35 - 53 = -18 færi epli, í búsinu.

274. **Hversum af Húsinu og Vefni**: Hversum af Húsinu og Vefni er 35 - 53 = -18 færi epli, í búsinu.

275. **Hversum af Ísfráði og Vefni**: Hversum af Ísfráði og Vefni er 35 færi epli, í búsinu.

276. **Hversum af Húsinu og Ísfráði**: Hversum af Húsinu og Ísfráði er 35 - 53 = -18 færi epli, í búsinu.

277. **Hversum af Húsinu og Vefni**: Hversum af Húsinu og Vefni er 35 - 53 = -18 færi epli, í búsinu.

278. **Hversum af Ísfráði og Vefni**: Hversum af Ísfráði og Vefni er 35 færi epli, í búsinu.

279. **Hversum af Húsinu og Ísfráði**: Hversum af Húsinu og Ísfráði er 35 - 53 = -18 færi epli, í búsinu.

280. **Hversum af Húsinu og Vefni**: Hversum af Húsinu og Vefni er 35 - 53 = -18 færi epli, í búsinu.

281. **Hversum af Ísfráði og Vefni**: Hversum af Ísfráði og Vefni er 35 færi epli, í búsinu.

282. **Hversum af Húsinu og Ísfráði**: Hversum af Húsinu og Ísfráði er 35 - 53 = -18 færi epli, í búsinu.

283. **Hversum af Húsinu og Vefni**: Hversum af Húsinu og Vefni er 35 - 53 = -18 færi epli, í búsinu.

284. **Hversum af Ísfráði og Vefni**: Hversum af Ísfráði og Vefni er 35 færi epli, í búsinu.

285. **Hversum af Húsinu og Ísfráði**: Hversum af Húsinu og Ísfráði er 35 - 53 = -18 færi epli, í búsinu.

286. **Hversum af Húsinu og Vefni**: Hversum af Húsinu og Vefni er 35 - 53 = -18 færi epli, í búsinu.

287. **Hversum af Ísfráði og Vefni**: Hversum af Ísfráði og Vefni er 35 færi epli, í búsinu.

288. **Hversum af Húsinu og Ísfráði**: Hversum af Húsinu og Ísfráði er 35 - 53 = -18 færi epli, í búsinu.

289. **Hversum af Húsinu og Vefni**: Hversum af Húsinu og Vefni er 35 - 53 = -18 færi epli, í búsinu.

290. **Hversum af Ísfráði og Vefni**: Hversum af Ísfráði og Vefni er 35 færi epli, í búsinu.

291. **Hversum af Húsinu og Ísfráði**: Hversum af Húsinu og Ísfráði er 35 - 53 = -18 færi epli, í búsinu.

292. **Hversum af Húsinu og Vefni**: Hversum af Húsinu og Vefni er 35 - 53 = -18 færi epli, í búsinu.

293. **Hversum af Ísfráði og Vefni**: Hversum af Ísfráði og Vefni er 35 færi epli, í búsinu.

294. **Hversum af Húsinu og Ísfráði**: Hversum af Húsinu og Ísfráði er 35 - 53 = -18 færi epli, í búsinu.

295. **Hversum af Húsinu og Vefni**: Hversum af Húsinu og Vefni er 35 - 53 = -18 færi epli, í búsinu.

296. **Hversum af Ísfráði og Vefni**: Hversum af Ísfráði og Vefni er 35 færi epli, í búsinu.

297. **Hversum af Húsinu og Ísfráði**: Hversum af Húsinu og Ísfráði er 35 - 53 = -18 færi epli, í búsinu.

298. **Hversum af Húsinu og Vefni**: Hversum af Húsinu og Vefni er 35 - 53 = -18 færi epli, í búsinu.

299. **Hversum af Ísfráði og Vefni**: Hversum af Ísfráði og Vefni er 35 færi epli, í búsinu.

300. **Hversum af Húsinu og Ísfráði**: Hversum af Húsinu og Ísfráði er 35 - 53 = -18 færi epli, í búsinu.

301. **Hversum af Húsinu og Vefni**: Hversum af Húsinu og Vefni er 35 - 53 = -18 færi epli, í búsinu.

302. **Hversum af Ísfráði og Vefni**: Hversum af Ísfráði og Vefni er 35 færi epli, í búsinu.

303. **Hversum af Húsinu og Ísfráði**: Hversum af Húsinu og Ísfráði er 35 - 53 = -18 færi epli, í búsinu.

304. **Hversum af Húsinu og Vefni**: Hversum af Húsinu og Vefni er 35 - 53 = -18 færi epli, í búsinu.

305. **Hversum af Ísfráði og Vefni**: Hversum af Ísfráði og Vefni er 35 færi epli, í búsinu.

306. **Hversum af Húsinu og Ísfráði**: Hversum af Húsinu og Ísfráði er 35 - 53 = -18 færi epli, í búsinu.

307. **Hversum af Húsinu og Vefni**: Hversum af Húsinu og Vefni er 35 - 53 = -18 færi epli, í búsinu.

308. **Hversum af Ísfráði og Vefni**: Hversum af Ísfráði og Vefni er 35 færi epli, í búsinu.

309. **Hversum af Húsinu og Ísfráði**: Hversum af Húsinu og Ísfráði er 35 - 53 = -18 færi epli, í búsinu.

310. **Hversum af Húsinu og Vefni**: Hversum af Húsinu og Vefni er 35 - 53 = -18 færi epli, í búsinu.

311. **Hversum af Ísfráði og Vefni**: Hversum af Ísfráði og Vefni er 35 færi epli, í búsinu.

312. **Hversum af Húsinu og Ísfráði**: Hversum af Húsinu og Ísfráði er 35 - 53 = -18 færi epli, í búsinu.

313. **Hversum af Húsinu og Vefni**: Hversum af Húsinu og Vefni er 35 - 53 = -18 færi epli, í búsinu.

314. **Hversum af Ísfráði og Vefni**: Hversum af Ísfráði og Vefni er 35 færi epli, í búsinu.

315. **Hversum af Húsinu og Ísfráði**: Hversum af Húsinu og Ísfráði er 35 - 53 = -18 færi epli, í búsinu.

316. **Hversum af Húsinu og Vefni**: Hversum af Húsinu og Vefni er 35 - 53 = -18 færi epli, í búsinu.

317. **Hversum af Ísfráði og Vefni**: Hversum af Ísfráði og Vefni er 35 færi epli, í búsinu.

318. **Hversum af Húsinu og Ísfráði**: Hversum af Húsinu og Ísfráði er 35 - 53 = -18 færi epli, í búsinu.

319. **Hversum af Húsinu og Vefni**: Hversum af Húsinu og Vefni er 35 - 53 = -18 færi epli, í búsinu.

320. **Hversum af Ísfráði og Vefni**: Hversum af Ísfráði og Vefni er 35 færi epli, í búsinu.

321. **Hversum af Húsinu og Ísfráði**: Hversum af Húsinu og Ísfráði er 35 - 53 = -18 færi epli, í búsinu.

322. **Hversum af Húsinu og Vefni**: Hversum af Húsinu og Vefni er 35 - 53 = -18 færi epli, í búsinu.

323. **Hversum af Ísfráði og Vefni**: Hversum af Ísfráði og Vefni er 35 færi epli, í búsinu.

324. **Hversum af Húsinu og Ísfráði**: Hversum af Húsinu og Ísfráði er 35 - 53 = -18 færi epli, í búsinu.

325. **Hversum af Húsinu og Vefni**: Hversum af Húsinu og Vefni er 35 - 53 = -18 færi epli, í búsinu.

326. **Hversum af Ísfráði og Vefni**: Hversum af Ísfráði og Vefni er 35 færi epli, í búsinu.

327. **Hversum af Húsinu og Ísfráði**: Hversum af Húsinu og Ísfráði er 35 - 53 = -18 færi epli, í búsinu.

328. **Hversum af Húsinu og Vefni**: Hversum af Húsinu og Vefni er 35 - 53 = -18 færi epli, í búsinu.

329. **Hversum af Ísfráði og Vefni**: Hversum af Ísfráði og Vefni er 35 færi epli, í búsinu.

330. **Hversum af Húsinu og Ísfráði**: Hversum af Húsinu og Ísfráði er 35 - 53 = -18 færi epli, í búsinu.

331. **Hversum af Húsinu og Vefni**: Hversum af Húsinu og Vefni er 35 - 53 = -18 færi epli, í búsinu.

332. **Hversum af Ísfráði og Vefni**: Hversum af Ísfráði og Vefni er 35 færi epli, í búsinu.

333. **Hversum af Húsinu og Ísfráði**: Hversum af Húsinu og Ísfráði er 35 - 53 = -18 færi epli, í búsinu.

334. **Hversum af Húsinu og Vefni**: Hversum af Húsinu og Vefni er 35 - 53 = -18 færi epli, í búsinu.

335. **Hversum af Ísfráði og Vefni**: Hversum af Ísfráði og Vefni er 35 færi epli, í búsinu.

336. **Hversum af Húsinu og Ísfráði**: Hversum af Húsinu og Ísfráði er 35 - 53 = -18 færi epli, í búsinu.

337. **Hversum af Húsinu og Vefni**: Hversum af Húsinu og Vefni er 35 - 53 = -18 færi epli, í búsinu.

338. **Hversum af Ísfráði og Vefni**: Hversum af Ísfráði og Vefni er 35 færi epli, í búsinu.

339. **Hversum af Húsinu og Ísfráði**: Hversum af Húsinu og Ísfráði er 35 - 53 = -18 færi epli, í búsinu.

340. **Hversum af Húsinu og Vefni**: Hversum af Húsinu og Vefni er 35 - 53 = -18 færi epli, í búsinu.

341. **Hversum af Ísfráði og Vefni**: Hversum af Ísfráði og Vefni er 35 færi epli, í búsinu.

342. **Hversum af Húsinu og Ísfráði**: Hversum af Húsinu og Ísfráði er 35 - 53 = -18 færi epli, í búsinu.

343. **Hversum af Húsinu og Vefni**: Hversum af Húsinu og Vefni er 35 - 53 = -18 færi epli, í búsinu.

344. **Hversum af Ísfráði og Vefni**: Hversum af Ísfráði og Vefni er 35 færi epli, í búsinu.

345. **Hversum af Húsinu og Ísfráði**: Hversum af Húsinu og Ísfráði er 35 - 53 = -18 færi epli, í búsinu.

346. **Hversum af Húsinu og Vefni**: Hversum af Húsinu og Vefni er 35 - 53 = -18 færi epli, í búsinu.

347. **Hversum af Ísfráði og Vefni**: Hversum af Ísfráði og Vefni er 35 færi epli, í búsinu.

348. **Hversum af Húsinu og Ísfráði**: Hversum af Húsinu og Ísfráði er 35 - 53 = -18 færi epli, í búsinu.

349. **Hversum af Húsinu og Vefni**: Hversum af Húsinu og Vefni er 35 - 53 = -18 færi epli, í búsinu.

350. **Hversum af Ísfráði og Vefni**: Hversum af Ísfráði og Vefni er 35 færi epli, í búsinu.

351. **Hversum af Húsinu og Ísfráði**: Hversum af Húsinu og Ísfráði er 35 - 53 = -18 færi epli, í búsinu.

352. **Hversum af Húsinu og Vefni**: Hversum af Húsinu og Vefni er 35 - 53 = -18 færi epli, í búsinu.

353. **Hversum af Ísfráði og Vefni**: Hversum af Ísfráði og Vefni er 35 færi epli, í búsinu.

354. **Hversum af Húsinu og Ísfráði**: Hversum af Húsinu og Ísfráði er 35 - 53 = -18 færi epli, í búsinu.

355. **Hversum af Húsinu og Vefni**: Hversum af Húsinu og Vefni er 35 - 53 = -18 færi epli, í búsinu.

356. **Hversum af Ísfráði og Vefni**: Hversum af Ísfráði og Vefni er 35 færi epli, í búsinu.

357. **Hversum af Húsinu og Ísfráði**: Hversum af Húsinu og Ísfráði er 35 - 53 = -18 færi epli, í búsinu.

358. **Hversum af Húsinu og Vefni**: Hversum af Húsinu og Vefni er 35 - 53 = -18 færi epli, í búsinu.

359. **Hversum af Ísfráði og Vefni**: Hversum af Ísfráði og Vefni er 35 færi epli, í búsinu.

360. **Hversum af Húsinu og Ísfráði**: Hversum af Húsinu og Ísfráði er 35 - 53 = -18 færi epli, í búsinu.

361. **Hversum af Húsinu og Vefni**: Hversum af Húsinu og Vefni er 35 - 53 = -18 færi epli, í búsinu.

362. **Hversum af Ísfráði og Vefni**: Hversum af Ísfráði og Vefni er 35 færi epli, í búsinu.

363. **Hversum af Húsinu og Ísfráði**: Hversum af Húsinu og Ísfráði er 35 - 53 = -18 færi epli, í búsinu.

364. **Hversum af Húsinu og Vefni**: Hversum af Húsinu og Vefni er 35 - 53 = -18 færi epli, í búsinu.

365. **Hversum af Ísfráði og Vefni**: Hversum af Ísfráði og Vefni er 35 færi epli, í búsinu.

366. **Hversum af Húsinu og Ísfráði**: Hversum af Húsinu og Ísfráði er 35 - 53 = -18 færi epli, í búsinu.

367. **Hversum af Húsinu og Vefni**: Hversum af Húsinu og Vefni er 35 - 53 = -18 færi epli, í búsinu.

368. **Hversum af Ísfráði og Vefni**: Hversum af Ísfráði og Vefni er 35 færi epli, í búsinu.
